name,niche,city,phone,address,rating,reviews,website,website_bucket,maps_url,reachable,https,final_url,mobile_viewport,copyright_year,page_size_kb,load_ms,red_flags,lead_score
CANADIAN PEST CONTROL,pest control,Maple Ridge BC,(778) 598-7378,"13175 Shoesmith Crescent, Maple Ridge, BC V4R 0A9, Canada",4.8,68,http://cpestcontrol.ca/,real,https://maps.google.com/?cid=9945922012554596734&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://cpestcontrol.ca/,yes,,134,143,,36
Silver Creek Wildlife Inc,pest control,Maple Ridge BC,(236) 885-8689,"13313 235A St, Maple Ridge, BC V4R 2V9, Canada",5,65,https://silvercreekwildlife.com/,real,https://maps.google.com/?cid=8998876511860084966&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://silvercreekwildlife.com/,yes,,50,2857,,36
Holey Moley Pest Control,pest control,Maple Ridge BC,(604) 839-4074,"11076 Hynes St, Maple Ridge, BC V2W 1P5, Canada",4.7,61,http://www.holeymoley.ca/,real,https://maps.google.com/?cid=9886377171935900277&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.holeymoley.ca/,yes,,466,581,,36
Benny Car Care,auto repair shop,Burnaby BC,(604) 728-9758,"5508 Imperial St, Burnaby, BC V5J 1E7, Canada",5,60,https://bennycarcare.com/,real,https://maps.google.com/?cid=17068290660617471429&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://bennycarcare.com/,yes,,100,1905,,36
Ace Automotive,auto repair shop,Delta BC,(236) 858-2197,"8207 Swenson Wy Ste 13, Delta, BC V4G 1J5, Canada",5,63,https://aceautomotive.ca/,real,https://maps.google.com/?cid=15133767167273662975&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://aceautomotive.ca/,yes,,364,144,,36
Fountain Tire,auto repair shop,Delta BC,(604) 952-1162,"4826 Elliott St, Delta, BC V4K 2X8, Canada",4.6,66,http://www.fountaintire.com/stores/delta-bc,real,https://maps.google.com/?cid=3242976022798599901&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.fountaintire.com/stores/delta-bc,yes,,15,114,,36
Dewdney Automotive Repairs,auto repair shop,Maple Ridge BC,(604) 460-1066,"11517 Kingston St #102, Maple Ridge, BC V2X 0Y2, Canada",4.7,64,https://dewdneyauto.com/,real,https://maps.google.com/?cid=1138509900811817318&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://dewdneyauto.com/,yes,,426,909,,36
OK Tire,auto repair shop,Maple Ridge BC,(604) 380-2049,"22856 Lougheed Hwy, Maple Ridge, BC V2X 2V6, Canada",4.7,63,https://www.oktire.com/stores/ok-tire-maple-ridge-town-centre/,real,https://maps.google.com/?cid=6717527072795897236&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http_403,yes,https://www.oktire.com/stores/ok-tire-maple-ridge-town-centre/,yes,,5,99,,36
Classic Image Auto Body,auto repair shop,Maple Ridge BC,(604) 467-8988,"23302 River Rd, Maple Ridge, BC V2W 1B6, Canada",4.7,62,https://www.classicimageautobody.ca/,real,https://maps.google.com/?cid=13987841437221466827&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.classicimageautobody.ca/,yes,2025,126,313,,36
Third Gear Mobile Auto Repair,auto repair shop,North Vancouver BC,(604) 256-8148,"375 W 4th St, North Vancouver, BC V7M 1J2, Canada",5,61,http://thirdgear.ca/,real,https://maps.google.com/?cid=5280045124168162689&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.thirdgear.ca/,yes,2026,61,815,,36
Cap-Tex Automotive,auto repair shop,North Vancouver BC,(604) 988-0622,"1170 W 14th St, North Vancouver, BC V7P 1J8, Canada",4.9,65,http://captexauto.ca/,real,https://maps.google.com/?cid=10209070256692826694&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://captexauto.ca/,yes,2026,323,324,,36
Siri auto glass- North Vancouver,auto repair shop,North Vancouver BC,(778) 874-6798,"1132 15th St W, North Vancouver, BC V7P 1M9, Canada",5,18,https://www.siriautoglass.ca/contact-us,real,https://maps.google.com/?cid=10627537380000844546&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.siriautoglass.ca/contact-us,yes,,876,248,builder_wix,36
"Forever Post Construction, Pressure Wash & Gutter Cleaning Services",house cleaning service,Surrey BC,(778) 865-9995,"10912 152 St, Surrey, BC V3R 6S6, Canada",4.8,114,https://fbmcleaningservices.com/,real,https://maps.google.com/?cid=2239423954993498285&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://fbmcleaningservices.com/,yes,2021,397,197,stale_copyright_2021,36
Zenith Zone Cleaning Team,house cleaning service,Langley BC,(604) 767-7996,"10292 McEachern St, Maple Ridge, BC V2W 0B2, Canada",4.6,162,https://zenithzonecleaning.com/,real,https://maps.google.com/?cid=7774879856763046342&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.zenithzonecleaning.com/,yes,,149,1043,,36
"Merry Maids of Burnaby, New Westminster & Tri-Cities",house cleaning service,Burnaby BC,(604) 239-1462,"604 Columbia St Unit 426, New Westminster, BC V3M 1A5, Canada",4.8,160,https://merrymaids.ca/home-cleaners-new-westminster-bc?utm_source=google&utm_medium=organic&utm_campaign=gmb,real,https://maps.google.com/?cid=1646184718818528148&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://merrymaids.ca/home-cleaners-new-westminster-bc?utm_source=google&utm_medium=organic&utm_campaign=gmb,yes,2026,54,382,,36
Samantha’s Cleaning Services,house cleaning service,Coquitlam BC,(778) 223-3087,"3749 Hamilton St, Port Coquitlam, BC V3B 3A2, Canada",4.8,113,https://www.samanthascleaning.com/,real,https://maps.google.com/?cid=16077710037080268528&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.samanthascleaning.com/,yes,,763,182,builder_wix,36
DR HUA AUTO,auto repair shop,Richmond BC,(778) 995-9888,"12851 No 5 Rd #140, Richmond, BC V7A 4E9, Canada",4.7,67,https://www.drhuaautoclub.com/,real,https://maps.google.com/?cid=3826409791744916242&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://drhuaautoclub.com/,yes,2026,85,1158,,36
Lordco Auto Parts,auto repair shop,Delta BC,(604) 946-4679,"4857 Elliott St, Delta, BC V4K 2X7, Canada",4,67,https://www.lordco.com/,real,https://maps.google.com/?cid=12966613807808043852&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://lordco.com/,yes,,663,408,,36
Only Way Cleaning Services,house cleaning service,Maple Ridge BC,(778) 829-4557,"19651 Wildwood Crescent S, Pitt Meadows, BC V3Y 1N6, Canada",5,164,http://www.onlywaycleaningservices.com/,real,https://maps.google.com/?cid=8263365474100525369&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.onlywaycleaningservices.com/,yes,2025,71,226,,36
Okada Earthscape,landscaping company,Surrey BC,(236) 826-4555,"10747 156 St, Surrey, BC V3R 9X4, Canada",5,50,https://okadaearthscape.ca/,real,https://maps.google.com/?cid=18361614522234072658&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.okadaearthscape.ca/,yes,,555,936,,35
Hughes Landscaping,landscaping company,Langley BC,(604) 807-4951,"23277 Mary Ave, Langley Twp, BC V1M 1A0, Canada",4,55,https://hugheslandscaping.ca/,real,https://maps.google.com/?cid=11130747686519488476&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://hugheslandscaping.ca/,yes,2026,401,1864,,35
The Great Canadian Landscaping Company Ltd.,landscaping company,Burnaby BC,(888) 451-2309,"118 Garden Ave, North Vancouver, BC V7P 3H2, Canada",4.5,54,https://gclc.ca/?utm_source=googlemybusiness&utm_medium=Organic&utm_campaign=Google%20My%20Business,real,https://maps.google.com/?cid=17403589560599697169&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://gclc.ca/?utm_source=googlemybusiness&utm_medium=Organic&utm_campaign=Google%20My%20Business,yes,,563,418,,35
Houston Landscapes Ltd,landscaping company,Burnaby BC,(604) 734-0907,"260 Riverside Dr, North Vancouver, BC V7H 1V1, Canada",4.6,54,http://www.houstonlandscapes.ca/,real,https://maps.google.com/?cid=15128567011676202715&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.houstonlandscapes.ca/,yes,2026,42,381,,35
Absolute Landscaping Ltd.,landscaping company,Burnaby BC,(604) 684-9901,"1111 Croft Rd, North Vancouver, BC V7K 1K2, Canada",4.9,53,http://absolutelandscaping.com/,real,https://maps.google.com/?cid=2964853767924453201&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://absolutelandscaping.com/,yes,2026,239,619,,35
Bucks with Trucks Landscaping,landscaping company,Coquitlam BC,(604) 907-1455,"1195 Shelter Crescent, Coquitlam, BC V3B 5Y4, Canada",5,50,http://www.buckswithtrucks.ca/,real,https://maps.google.com/?cid=9239919117583958875&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://buckswithtrucks.ca/,yes,,60,3132,,35
TopStone Landscaping,landscaping company,Richmond BC,(778) 404-0073,"1285 W Broadway #581, Vancouver, BC V6H 3X8, Canada",5,57,http://topstonelandscaping.ca/,real,https://maps.google.com/?cid=15048177201538873415&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://topstonelandscaping.ca/,yes,2026,115,714,,35
One Stop Landscape Supplies & Hardware,landscaping company,Maple Ridge BC,(604) 836-9274,"23549 Lougheed Hwy, Maple Ridge, BC V2W 1B8, Canada",4.3,54,https://onestoplandscapesupplies.com/,real,https://maps.google.com/?cid=16485891533268062088&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://onestoplandscapesupplies.com/,yes,2025,114,160,,35
Pestcheck Services Limited - North Vancouver Pest Control,pest control,North Vancouver BC,(778) 949-1099,"145 Chadwick Ct #220, North Vancouver, BC V7M 3K2, Canada",5,56,https://pestcheck.ca/service-areas/north-vancouver-pest-control/?utm_source=google&utm_medium=organic&utm_campaign=gmb,real,https://maps.google.com/?cid=8557079808040477341&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://pestcheck.ca/service-areas/north-vancouver-pest-control/?utm_source=google&utm_medium=organic&utm_campaign=gmb,yes,,241,1224,,35
Perfection Auto Services,auto repair shop,Langley BC,(604) 882-9956,"19862 96 Ave, Langley Twp, BC V1M 0B8, Canada",4.8,56,https://www.perfectionauto.mechanicnet.com/,real,https://maps.google.com/?cid=16321868069833310334&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.perfectionauto.mechanicnet.com/,yes,,20,778,,35
Fixpoint,auto repair shop,Coquitlam BC,(604) 837-8881,"819 Brunette Ave, Coquitlam, BC V3K 1C5, Canada",4.3,58,http://fixpoint.ca/,real,https://maps.google.com/?cid=13961323883980337029&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://fixpoint.ca/,yes,,114,3846,,35
Ironwood Auto Service,auto repair shop,Richmond BC,(604) 278-2895,"11711 No 5 Rd, Richmond, BC V7A 4E8, Canada",4.6,55,http://www.ironwoodautoservice.ca/,real,https://maps.google.com/?cid=12319903659153909695&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://ironwoodautoservice.ca/,yes,,75,2570,,35
Xpress Auto Service,auto repair shop,Richmond BC,(604) 244-9354,"8077 Alexandra Rd #104, Richmond, BC V6X 3A6, Canada",4.6,58,https://xpressautoservice.ca/,real,https://maps.google.com/?cid=16219255015715158259&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://xpressautoservice.ca/,yes,,166,4978,,35
Perkin's Automotive,auto repair shop,Maple Ridge BC,(604) 463-8626,"23408 Dewdney Trunk Rd, Maple Ridge, BC V2X 3L7, Canada",4.1,55,http://www.perkinsauto.com/,real,https://maps.google.com/?cid=5284978591997999773&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.perkinsauto.com/index.cfm?,yes,,22,628,,35
AutoKraft,auto repair shop,North Vancouver BC,(604) 837-3476,"1485 Rupert St #103, North Vancouver, BC V7J 1G1, Canada",4.7,58,https://krafty.ca/,real,https://maps.google.com/?cid=14421296413208970569&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://krafty.ca/,yes,,49,2269,,35
ecoF cleaners,house cleaning service,Surrey BC,(778) 708-3636,"8140 128 St #343, Surrey, BC V3W 1R1, Canada",4.3,108,https://www.ecofcleaners.com/,real,https://maps.google.com/?cid=6780071525457140089&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://ecofcleaners.com/,yes,2022,160,299,stale_copyright_2022,35
Tidy Fox Cleaning Services,house cleaning service,Langley BC,(778) 345-4369,"35409 Calgary Ave, Abbotsford, BC V3G 1J5, Canada",5,108,http://www.tidyfox.ca/,real,https://maps.google.com/?cid=14091059871525352217&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.tidyfox.ca/,yes,2022,21,429,stale_copyright_2022,35
Green Broom Cleaning Services,house cleaning service,Burnaby BC,(778) 708-4884,"5980 Kathleen Ave, Burnaby, BC V5H 2S6, Canada",4.9,53,https://greenbroom.ca/,real,https://maps.google.com/?cid=5548493696978835099&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://greenbroom.ca/,yes,2026,244,14616,slow_load;builder_web,35
Dinah cleaning services,house cleaning service,Burnaby BC,(778) 653-6482,"7675 Edmonds St, Burnaby, BC V5E 3R7, Canada",4.6,109,http://dinahcleaners.com/,real,https://maps.google.com/?cid=9752756796814621938&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.dinahcleaners.com/,yes,,948,696,builder_wix,35
Trust Clean,house cleaning service,Richmond BC,(778) 907-9333,"33 W Pender St, Vancouver, BC V6B 0E5, Canada",4.9,155,http://www.trustclean.ca/,real,https://maps.google.com/?cid=14438135106134367526&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://trustclean.ca/,yes,2026,201,410,,35
Life Maid Easy,house cleaning service,North Vancouver BC,(833) 247-6243,"1420 Chesterfield Ave #6, North Vancouver, BC V7M 2N4, Canada",4.9,101,https://www.lifemaideasy.com/west-vancouver-house-cleaning-and-maid-service/,real,https://maps.google.com/?cid=9796849902110982304&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.lifemaideasy.com/about/west-vancouver,yes,2024,68,1229,stale_copyright_2024,35
ProPestClean Pest Control Vancouver,pest control,Burnaby BC,(778) 819-3221,"25 E Hastings St, Vancouver, BC V6A 1M9, Canada",5,54,https://www.propestclean.ca/locations/vancouver,real,https://maps.google.com/?cid=1249583122949644177&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.propestclean.ca/locations/vancouver,yes,,325,455,,35
XTREME AUTO REPAIR & MECHANIC,auto repair shop,Surrey BC,(888) 397-0207,"12745 78 Ave Unit 210, Surrey, BC V3W 1M4, Canada",5,51,http://www.xtremeautorepair.ca/,real,https://maps.google.com/?cid=10595421652137175378&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://xtremeautorepair.ca/,yes,,100,654,,35
Dirt Empire Excavation & Landscape,landscaping company,Langley BC,(778) 837-0429,"19940 46 Ave, Langley, BC V3A 3H5, Canada",5,42,https://dirtempireexcavation.ca/,real,https://maps.google.com/?cid=14718691214187709890&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://dirtempireexcavation.ca/,yes,,64,363,,34
Hyland Landscapes,landscaping company,Burnaby BC,(778) 957-7222,"618 E Kent Avenue S #112, Vancouver, BC V5X 0B1, Canada",4.8,45,http://www.hylandlandscapes.com/?utm_campaign=gmb&utm_medium=organic&utm_source=googlebusinessprofile,real,https://maps.google.com/?cid=7265086660117806232&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://hylandlandscapes.com/?utm_campaign=gmb&utm_medium=organic&utm_source=googlebusinessprofile,yes,,330,1622,,34
Basil Green Landscaping,landscaping company,Burnaby BC,(604) 362-0065,"5555 Dunbar St, Vancouver, BC V6N 1W5, Canada",4.8,46,https://basilgreenlandscaping.com/vancouverlawncare/,real,https://maps.google.com/?cid=9245044468765880739&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://basilgreenlandscaping.com/vancouverlawncare/,yes,,122,34,,34
Premier Grounds Contracting Ltd. (Landscaping & Construction),landscaping company,Coquitlam BC,(778) 235-0996,"1260 Lansdowne Dr, Coquitlam, BC V3E 1K6, Canada",4.9,40,https://premiergroundscontracting.ca/,real,https://maps.google.com/?cid=17561567344785510937&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://premiergroundscontracting.ca/,yes,,237,635,,34
Craine Projects Ltd,landscaping company,Richmond BC,(604) 218-7408,"3044 Glen Dr, Vancouver, BC V5T 4C1, Canada",4.6,48,https://craineprojects.ca/,real,https://maps.google.com/?cid=17328632843688028497&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://craineprojects.ca/,yes,2026,69,451,,34
Coastal Shores Landscape Construction,landscaping company,Delta BC,(604) 218-4795,"731 Underhill Dr, Delta, BC V4M 2T9, Canada",5,41,https://coastalshoreslandscape.ca/,real,https://maps.google.com/?cid=7657339291553266982&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://coastalshoreslandscape.ca/,yes,,426,784,,34
Coastal Pacific Landscaping,landscaping company,Maple Ridge BC,(604) 376-9612,"11720 Stewart Crescent #17, Maple Ridge, BC V2X 9E7, Canada",4.2,42,http://coastalpacificlandscaping.ca/,real,https://maps.google.com/?cid=7927421371856659864&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://coastalpacificlandscaping.ca/,yes,,140,2457,,34
OG Gardens Inc.,landscaping company,North Vancouver BC,(778) 990-3420,"801 W 1st St, North Vancouver, BC V7N 1T3, Canada",4.8,46,https://www.oggardens.ca/,real,https://maps.google.com/?cid=17228476376917786077&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.oggardens.ca/,yes,2026,111,286,,34
Apex Pest Canada,pest control,Surrey BC,(604) 808-5666,"12847 66b Ave, Surrey, BC V3W 4C7, Canada",4.9,48,http://www.apexpestcanada.ca/,real,https://maps.google.com/?cid=10154855574081776693&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://apexpestcanada.ca/,yes,,448,1664,,34
Total Pest Control Ltd,pest control,Langley BC,(604) 349-6402,"20200 Fraser Hwy, Langley, BC V3A 4E6, Canada",5,46,https://tpcs.ca/pest-control-langley-bc/,real,https://maps.google.com/?cid=16754737477212152762&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://tpcs.ca/pest-control-langley-bc/,yes,2026,178,35,,34
Phantom - Burnaby Pest Control,pest control,Burnaby BC,(604) 771-0404,"2025 Willingdon Ave, Burnaby, BC V5C 0J3, Canada",5,46,https://phantompestcontrol.com/burnaby-pest-control/?UTM_source=GMB_listing&UTM_medium=organic,real,https://maps.google.com/?cid=13216159255663251382&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://phantompestcontrol.com/locations/burnaby-pest-control/?UTM_source=GMB_listing&UTM_medium=organic,yes,2026,347,3052,,34
The X-Terminators,pest control,Burnaby BC,(604) 259-6544,"7675 Edmonds St, Burnaby, BC V5E 3R7, Canada",5,40,http://www.xterminators.ca/,real,https://maps.google.com/?cid=8514283353035693068&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.xterminators.ca/,yes,2026,91,680,,34
The X-Terminators - Pest Control Vancouver,pest control,Burnaby BC,(604) 639-5268,"999 W Broadway #720, Vancouver, BC V5Z 1K5, Canada",4.9,45,http://www.xterminators.ca/,real,https://maps.google.com/?cid=14332838646153230414&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.xterminators.ca/,yes,2026,91,565,,34
Advance Pest Control,pest control,Delta BC,(604) 786-4161,"11795 90 Ave, Delta, BC V4C 7L5, Canada",4.6,46,http://www.advancepest.ca/,real,https://maps.google.com/?cid=5228477986652302342&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://advancepest.ca/,yes,,253,199,,34
Green Valley Pest Control,pest control,Maple Ridge BC,(604) 861-9530,"24402 112 Ave, Maple Ridge, BC V2W 1H5, Canada",4.6,40,https://greenvalleypestcontrolltd.ca/,real,https://maps.google.com/?cid=15354756494909400798&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://greenvalleypestcontrolltd.ca/,yes,,562,462,,34
Swift Auto Repair,auto repair shop,Surrey BC,(604) 507-0004,"12745 78 Ave, Surrey, BC V3W 1M4, Canada",4.8,47,https://swiftautorepair.ca/,real,https://maps.google.com/?cid=3841564874134200221&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://swiftautorepair.ca/,yes,2026,97,1037,,34
C.C. Auto Repair Services LTD.,auto repair shop,Coquitlam BC,(604) 475-2525,"1952 Kingsway Ave #501, Port Coquitlam, BC V3C 6C2, Canada",5,40,https://ccarsltd.com/,real,https://maps.google.com/?cid=5136600619462409867&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://ccarsltd.com/,yes,,198,141,,34
Apex auto parts & repair,auto repair shop,Delta BC,(236) 883-5725,"7198 Vantage Wy Unit 128, Delta, BC V4G 1K7, Canada",4.7,47,http://apexautoparts.net/,real,https://maps.google.com/?cid=3408318788451529156&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://apexautoparts.net/,yes,2026,121,491,,34
Freeway Truck Repair & Tire Shop,auto repair shop,Delta BC,(778) 701-8185,"7544 Vantage Pl, Delta, BC V4G 1A5, Canada",4.9,44,https://www.freewaytr.com/,real,https://maps.google.com/?cid=17081460177904506118&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.freewaytr.com/,yes,,72,179,,34
Marv Jones Honda Service Centre,auto repair shop,Maple Ridge BC,(604) 465-7622,"20611 Lougheed Hwy, Maple Ridge, BC V2X 2P9, Canada",4.6,49,https://www.marvjoneshonda.com/,real,https://maps.google.com/?cid=11690849004745689790&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://www.marvjoneshonda.com/,yes,,263,665,,34
ZOOM Home Cleaning Experts,house cleaning service,Langley BC,(604) 343-4848,"6350 204 St, Langley, BC V2Y 2V1, Canada",4.9,97,http://www.zoomclean.ca/,real,https://maps.google.com/?cid=16922075744733363121&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,yes,yes,https://zoomclean.ca/,yes,2016,437,3148,stale_copyright_2016,34
